text,label,label_name,source,sarcasm_type,hate_type
"সন্মানীয় জাফর স্যার,আমি অনেক চেষ্টা করেছি আর কমেন্ট না করতে,কিন্তু ব্যর্থ।আপনি যত বিষয়েই লিখুন ধর্ষণ নিয়ে আর লিখবেন না।একটি নয়,গত দশবছরে এই সরকারের অধীনে নারী শিশু এমনকি বৃদ্ধার উপর ধর্ষণ রেকর্ড ছাড়িয়েছে।পাচশ নয়,সঠিক উপাত্তে হাজারের কাছাকাছি---এই সরকারের উপাধি ধর্ষক সরকার। আপনি হয়ত পত্রিকা পড়েননি।তবে আবারো বলছি,যত প্রশংসা করার করেন কিন্তু ধর্ষণ নিয়ে নয়।তারচে এই ট্রপিকস এড়িয়ে যাবেন প্লিজজজ। নইলে সকল প্রকার রেসপেক্ট উইড্রো করব",0,Not Hateful,BD_SHS,none,non hateful 
দেশের আইন ও বিচার বিভাগের স্বাধীনতার সাথে সাথে অপরাধ বিভাগও স্বাধীনতা অর্জন করেছে ! একটা সফলতা বটে !,2,Implicit Hateful,BenSarc,irony,non hateful 
সাকিব খানের ছবি কেউ দেখভেনা,0,Not Hateful,BD_SHS,none,non hateful 
আমি সেই দেশ কে সাপট করি যে দেশ ধর্ম নিয়ে রাজনীতি না করবে যে দেশ হিন্দু মুসলিম খিষ বৈদ সবাই কে ভালো বাস বে তাকেই সাপট করি সে যেই দেশ হক,0,Not Hateful,BD_SHS,none,non hateful 
পরী আপা ওনাকে তো চট্রগ্রাম বাসী খুজতেছে উন্নয়ন খাওয়াবে,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
খুব খারাপ লাগে যখন দেশি খেলোয়াড়েরা ভালো খেলে দাম পায়না,0,Not Hateful,BD_SHS,none,non hateful 
সুন্দরী মাগি,1,Explicit Hateful,BD_SHS,none,offensive 
হে আল্লাহ নাস্তিকদের কে হেদায়েত দান করুন এরা হয় তো অনেকেই কাফের ইহুদি নচরাদের দালাল টাকার কাছে বিক্রি হয়েছে আল্লাহ এদের কে সঠিক জ্ঞান দান করুন আমিন !,1,Explicit Hateful,BD_SHS,none,hate speech 
ঐ খান থেকে বিশাল বিশাল বাটপার জন্ম হয় ৷,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
মূর্খ নারী খালেদাজিয়া?,1,Explicit Hateful,BD_SHS,none,offensive 
সাকিব বছের ফ্যোনরা লাইক দাও�আর পাপন দার পাছায় আগুন দেও কমেন্ট করে���,1,Explicit Hateful,BD_SHS,none,abusive 
বাথরুমের জন্য কবে নিবন্ধনের আইন হবে ?,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
সরকারি মাল দরিয়ায় ঢাল,2,Implicit Hateful,BenSarc,irony,non hateful 
খেলা না দেখলে কি হয় ভাই।এরা আবার খেলোয়াড় আফগানিস্তানের সাথে জিততে পারে না।বেশিরভাগ খেলোয়াড়দেরই ব্যবহার খারাপ,0,Not Hateful,BD_SHS,none,non hateful 
রুবেল একটা কুত্তা। ওকে তো ভ্যান চালক হিসেবেও মানায় না। ওর গলায় জুতার ল মালা দেওয়া উচিত,1,Explicit Hateful,BD_SHS,none,abusive 
সুন্দরবনের খাটি মধু বিক্রি করা হয় । কারো লাগলে ইনবক্স করেন ।,0,Not Hateful,BenSarc,none,non hateful 
তোমার দুধ সাইজ আমেরিকা করছ ভাল এইটা বাংলাদেশ এই সব দরকার নাই,1,Explicit Hateful,BD_SHS,none,offensive 
���� ��,0,Not Hateful,BD_SHS,none,non hateful 
রানু দিদির মেয়েকে বাথরুমের চেম্বারে ঢুকিয়ে দেন কে আছেন লাইক দিন,1,Explicit Hateful,BD_SHS,none,offensive 
জাকির নায়েক কখনোই হুমকির কারণ হতে পারে না শান্তির ইসলাম ধর্মের নায়ক হল জাকির নায়েক,0,Not Hateful,BD_SHS,none,non hateful 
আমি ঠিকই বাড়ি চলে আসলাম ঢাকা টু কুষ্টিয়া কঠোর লকডাউন হা হা হা।,2,Implicit Hateful,BenSarc,irony,non hateful 
শাউয়ার নায়ক,1,Explicit Hateful,BD_SHS,none,offensive 
আফগানিস্তান এর সাথে সিরিজটা জিতে আমাদের কে ও একটু ঈদ উপহারটা দাও আর এটাই হবে আমাদের সেরা উপহার ।,0,Not Hateful,BenSarc,none,non hateful 
নিছতালা ভারাদিয়ে দিবে মন্তি,0,Not Hateful,BD_SHS,none,non hateful 
আর কিছুক্ষণের মধ্যেই আমাদের মাঝে এসে উপস্থিত হবেন কিছু অতি উচ্চশিক্ষিত অতিভদ্র সভ্য আর শালীন ব্যাক্তিগণ ! আসামাত্রই তারা তল্লাশি চালাবেন কে কতো ইঞ্চি হিল পরেছে কার দাঁত বাঁকা কার চাপাভাঙ্গা এসব নিয়ে বিশাল বিশাল ভাষণ দিতে তাদেরকে ঝেটিয়ে জলসার পেজ থেকে বিদায় করতে জলসা কর্তৃপক্ষের নিকট একান্ত অনুরোধ রইলো,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
শাহরিয়ার কবির খানিক পোলা নাস্তিক কাফের,1,Explicit Hateful,BD_SHS,none,hate speech 
ভাই তুমি এগিয়ে চলো আমরা সাথে আছি �️ ইনশাআল্লাহ। জীবন দেওয়ার জন্য প্রস্তুত আছি ইনশাআল্লাহ,0,Not Hateful,BD_SHS,none,non hateful 
ঠিক আছে কাকু আর কিছু বলবেন ?,0,Not Hateful,BenSarc,none,non hateful 
খবর না পারলে ইউটিবে কেনো আসেছেন,0,Not Hateful,BD_SHS,none,non hateful 
উপযুক্ত শাস্তি চাই কুকুর টার,1,Explicit Hateful,BD_SHS,none,abusive 
মোদি ফ্যাসিবাদী,0,Not Hateful,BD_SHS,none,non hateful 
বাহিরে চলাফেরা করার পরও যদি মানুষের করোনা না হয় সেখানে মানুষরা সফল সরকার কি করেছে ?,2,Implicit Hateful,BenSarc,irony,non hateful 
ভুল শিকার করছেন তাও সালার কুতার বাচ্চারা মানে না ।।।নেশা খোর ।। নেশা খোর দের এই কাজ ।।।।��������,1,Explicit Hateful,BD_SHS,none,abusive 
"বাস্তবের সাথে মিল আছে,,আসলে এ ধরনের মহিলারা পতিতাদের চেয়ে খারাপ,,পতিতারা তো কোন না কোন সমস্যার কারনে পতিতা হয়,,আর এই সব মহিলারা নিজের ইচ্ছায় চরিত্র খারাপ করে,,এই ধরনের বউ নিয়ে জিবনেও সুখী হওয়া যায় না",1,Explicit Hateful,BD_SHS,none,offensive 
সালা তুই হলে কেয়ামতের আলামত। শিশু বক্তা কেয়ামতের আলামত। তুই আরেক জনের গিবত করছ তকে আল্লাহ ছাড় দিবেন না,1,Explicit Hateful,BD_SHS,none,abusive 
আপু তুমাকে অনেক সুন্দর লাকছে,0,Not Hateful,BD_SHS,none,non hateful 
বস্তুবাদ সভ্যতায় আজ এই পারিবারিক বন্ধন তলানিতে । তাই তো কোন বিপদ আসলে কেউ কাউকে পাশে পায় না সামান্য স্বার্থের জন্য দা কুমড়া সম্পর্ক । তাই দিন দিন মানসিক শান্তি হারিয়ে যাচ্ছে ।,0,Not Hateful,BenSarc,none,non hateful 
#তুই_রাজাকার।☺,1,Explicit Hateful,BD_SHS,none ,hate speech 
আমাদের খুলনা সিটি মেডিকেলেও এমআরআই আছে সোনা আমি করাইছি তুমি কষ্ট করে কোলকাতায় গেছো ক্যান বাল পালাইতে,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
মোটেলে আমরা যাই না,0,Not Hateful,BenSarc,none,non hateful 
বোঝা গেল দুনিয়ার যত অপকর্ম আছে সবগুলো করেও বিশ্বসেরা হওয়া যায় এবং ভবিষ্যতে পরীমনি নোবেল পুরস্কার পেতে পারে।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
আলহামদুলিল্লাহ শুভ রাত্রি,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
তোদের দেশ থেকে বাহির করে দেওয়া উচিত। তোরা মুসলিম সমাজের যোগ্য না। তোরা ইউরোপের কোন দেশে চলে যা সেখানে সামনের দুইটা খোলে হাটতে পারবি। তখন তাদের দেশের কুত্তায় তোদের দুধের প্রশংসা করবে।,1,Explicit Hateful,BD_SHS,none,hate speech 
মাস্ক কই দাদা ?,0,Not Hateful,BenSarc,none,non hateful 
শাকিব খান আবার অপু বিশ্বাস কে নিয়ে সংসার করা উচিত জয়ের জন্যে,0,Not Hateful,BD_SHS,none,non hateful 
পাপইন্না খাংকির পুলা বাইঞ্চোদ কয়েকটা খেলোয়ারের জীবন নস্ট হরছে।,1,Explicit Hateful,BIDWESH,none,abusive 
যাদের আত্মত্যাগের বিনিময়ে অর্জিত বিজয় তাদের প্রতি বিনম্র শ্রদ্ধা । আমরা কখনো তাদেরকে ভুলবোনা ।,0,Not Hateful,BenSarc,none,non hateful 
শুধু চোখ কেনো নাক কান হাত পা দরকার হলে গোটা বডি ফেলে রেখে দিচ্ছি ।,2,Implicit Hateful,BenSarc,humor ,non hateful 
ছিলা মুরগী বাচ্চা বাচ্চা লাগে কচি।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
বুঝছি ! এবার বাচ্চা কাচ্চা উৎপাদনে যেতে হবে ।,2,Implicit Hateful,BenSarc,humor ,non hateful 
ভন্ড স্যার কোটা আন্দোলন নিরাপদ সড়ক আন্দোলন এর সময় কোম্মে আলহে আমনহে।,0,Not Hateful,BIDWESH,none,non hateful 
দেশি ভাবি রা গুদের জালা মিটাতে,1,Explicit Hateful,BD_SHS,none,offensive 
অনেকেই বলতেছেন পরিমনি রাতে যায় কেন পার্টিতে আমি বলি জ্বীন পরিরা ত রাতেই স্বাধীন,2,Implicit Hateful,BenSarc,humor ,non hateful 
ভাই জিহাদি হুজুর হক্ব পন্থি হুজুর উনাকে নিয়ে এইটা করা ঠিক হয়নি। আশা করি ঐ ভিডিও টা ডিলিট করে দিবেন। আর ঐ বিষয়ে আর ভিডিও চাচ্ছি না,0,Not Hateful,BD_SHS,none,non hateful 
চিস্টি ওয়াজ চ্যানেলটা যারা চালায় ঐ শালারাই তো ভন্ড কি ডাল দেয় একটা আর বক্তব্য দেয় আরেকটা,1,Explicit Hateful,BD_SHS,none,offensive 
টাকা যদি হাতের ময়লাই হয় তাইলে হাত পরিষ্কার থাকলে কেউ দাম দেয় না কেন ?,2,Implicit Hateful,BenSarc,irony ,non hateful 
আহারে আমরা একটা জোকার হারাবো,0,Not Hateful,BD_SHS,none,non hateful 
কালকে আপনাদের এমন একটা জয় চাই ।,0,Not Hateful,BenSarc,none,non hateful 
সেদিনের গরুর সাথে সেলফি তুলা সেই পরিমণি নাকি বিশ্বসুন্দরী মার মুজে মার।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
তোর দরকার আমাকে বলতে আমি লাগাতাম,0,Not Hateful,BD_SHS,none,non hateful 
তোর মায়ের ভোদা দিয়া কি তুই জন্ম হয়েছোচ না পুটকি দিয়া তোর মা বোনরে কুত্তা দিয়া চোদাই খানকির পুত তুই সব সময় এমন উল্টা পাল্টা জিনিস ছারোছ তো কি জিব্বায় তোর মায়ের মাসিক লাগাইছোচ নাকি কুত্তার চোদায় জন্ম তোর জিব্বা বড় এমন লেহাইয়া লেহাইয়া জিব্বায় বাজাইয়া কথা চোদাছ কেনো,1,Explicit Hateful,BD_SHS,none,abusive 
মাগার এইডা দেহার বাদ ছিল ।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
এসবই তো চলছে বাংলাদেশে সাথে না গেলে হয় তো ওই মাইয়ার চাকরিই থাকতো না,0,Not Hateful,BD_SHS,none,non hateful 
ভন্ড পীর জুতা মারা হোক,1,Explicit Hateful,BD_SHS,none,abusive 
আমি প্রথম থেকেই জানতাম ঘটনার মুল হোতা মিন্নি মাগি অন্যের চুদা খাওয়ার জন্য রিফাতকে হত্যা করায় মিন্নি রিমান্ডে নিয়ে গিয়ে মিন্নির হেডা দিয়ে বড় বড় লোহার রট সিদ্ধ ডিম ঢুকালে সব বের হয়ে আসবে,1,Explicit Hateful,BD_SHS,none,offensive 
রুটি বানানোর ইবা কি দরকার ব্রো? প্রথমে আটা খাবেন তরপর পানি ব্যাস কাজ শেষ,2,Implicit Hateful,BenSarc,humor ,non hateful 
মামুলি দলের কাছে হেরে গেল বাংলাদেশ ছি ছি |,0,Not Hateful,BenSarc,none,non hateful 
এরা টাইটেল দেয় কি আর দেখায় কি ফালতু যত্ত সব,0,Not Hateful,BD_SHS,none,non hateful 
অনেক কিছুই বলতে ইচ্ছে করছে কিন্তু ফ্রেন্ড লিস্ট এর সবাই দেখে নিবে । তাই চাইনিজ ভাষায় লিখলাম ।,2,Implicit Hateful,BenSarc,humor,non hateful 
তোমরা যারা কাপল পিক আপলোড দিয়ে ক্যাপশন দেও মাহ লাইফ মাহ অক্সিজেন তোমরা কি মনে করো আমরা নাইট্রোজেন গ্যাস নিয়ে বেঁচে আছি ?,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
আরে আমি ভাবি আমার ছেলেই বুঝিএইরকম করে,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
বোকাচোদা ম,1,Explicit Hateful,BD_SHS,none,offensive 
হিন্দুদের মা হল গাই বাবা হল বলদ তাই আসল বাবা মাকে চিনেনা যত দিন গাইকে মা বলা বন্দ না হবে ততদিন এর মা বাবা চিনবে না এই কুওাকে পিটিয়ে পঙ্ঘু করে দেয়া উচিত,1,Explicit Hateful,BD_SHS,none,hate speech 
কতই রঙ্গ দেখি দুনিয়ায় ও ভাইরে ও ভাই কতই রঙ্গ দেখি দুনিয়ায়,2,Implicit Hateful,BenSarc,irony,non hateful 
চেটের নিউজ বানাও ভিডিও কি ভয়েজ কি বালের চ্যানেল,0,Not Hateful,BD_SHS,none,non hateful 
এখানে দেখে মুগ্ধ হবার মত আছে অনেক কিছুই ।,0,Not Hateful,BenSarc,none,non hateful 
চারজন,0,Not Hateful,BD_SHS,none,non hateful 
মুহসিন হল মনে হচ্ছে জুতা লুঙ্গি আন্ডারপ্যান্ট ও রক্ষা পাচ্ছে নাহ ইদানীং,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
ছেলেটাকে শাড়ি পরানো হয়ছে আর মেয়েটাকে উচিৎ লুঙ্গি আর সাদা গেঞ্জি পরানো তাহলেই সমান অধিকার নিশ্চিত হবে,2,Implicit Hateful,BanglaSarc3,irony,non hateful 
কেমনে পারেন ভাই ? এত তারাতারি পলটি  নিতে । দুই দিন আগেই ত বললেন বাংলালিংক এক নাম্বার নেটওয়ার্ক ।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
চাচা বাড়িঘরে এত আ গুন কেন আর অভিনেত্রী শাওন কোথায়,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
আল্লাহু আকবার। আল্লাহর সৃষ্টি নিয়ে যত গবেষণা মূলক ভিডিও তত্ত্ব ও ব্যক্তিগত ভাবে নিজে যতই চিন্তা করি মনের অজান্তেই সেই মহান সত্তা আল্লাহ তাআলার কাছে নিজের মাথা ঝুকে যায়। মহান রবকে লক্ষ কোটি সুজুদ ও শুকুর।,0,Not Hateful,ALERT,none,non hateful 
সত্যের পথে থাকলে ভাই কিছু বৃথা দিতে হয়।এগিয়া যান ভাই দোয়া রইল।,0,Not Hateful,BD_SHS,none,non hateful 
এগুলো সব ইহুদীদের দালাল ইবলিস,1,Explicit Hateful,BD_SHS,none,hate speech 
মাদারচোদেরে ও তার ছেলে মারবে মাদার চোদ তারে পাইলে ক্ষুন করে জেলে থাকতাম সারাজিবন দোস তারচেয়ে তার বউয়ের বেশিমাগিকে দরে চোদলে ঠিক হয়ে যাবে,1,Explicit Hateful,BD_SHS,none,offensive 
ছোট থেকেই আমার স্বপ্ন আমি তিতুমীর বিশ্ববিদ্যালয় এ পড়বো কারন তিতুমীর বিশ্ববিদ্যালয়ের ফ্যাকালিটি দেশ সেরা আর শিক্ষার্থী বড় ভাইয়েরা অক্সফোর্ড এর চেয়ে বেশি জ্ঞানী আগামী ১ লা ফেব্রুয়ারি তিতুমীর বিশ্ববিদ্যালয়ে ঘুরতে যাব আমি প্রবেশ করতে পারবো,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
অপু আপু তুমি সাকিব সাতে চবি কর ভালা লাগবে,0,Not Hateful,BD_SHS,none,non hateful 
সানাই কে থাইল্যান্ড পাঠিয়ে দেন,0,Not Hateful,BD_SHS,none,non hateful 
দু দু বার করে দেখলাম,0,Not Hateful,BD_SHS,none,non hateful 
বাংলাদেশ সব কিছু চলছে,0,Not Hateful,BD_SHS,none,non hateful 
সালা বদমাইশ,1,Explicit Hateful,BD_SHS,none,offensive 
বিবাহ করতে ইচ্ছুক নই,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
নুসরাত ফারিয়া অভিনয় আমার কাছে অনেক ভালো লাগে অসাধারণ,0,Not Hateful,BD_SHS,none,non hateful 
উপু উকিল তুই,0,Not Hateful,BD_SHS,none,non hateful 
দুধ গুলা দেখতে খুর ইচ্ছা করতেছেতুমি ভিডিও বানান,1,Explicit Hateful,BD_SHS,none,offensive 
এই মাদার সুদ পাপনের চরবি হয়েছে টিকেট কে কেলবে তুর বাবারা কেলবে শাকিব কি তর ভাত খায় মাদার সুদেরা দেশটাকে নষ্ট করে দিয়ে চে পাপন শালা মুখে জুতা মারতে ইচ্ছে করছে,1,Explicit Hateful,BD_SHS,none,abusive 
দোয়া করি চার হাত যেনো আবার এক হয়ে যায়,0,Not Hateful,BD_SHS,none,non hateful 
প্রভু ভারতের মানুষকে বাঁচিয়ে দিন ধর্ম সহিংস মোদিকে ধ্বংস করুন ।,0,Not Hateful,BenSarc,none,non hateful 
আপনাদের থেকে কি মাসিক কিস্তিতে পাঞ্জাবি কেনার কোনো সিস্টেম আছে ? তাহলে তিন বছরের মাসিক কিস্তিতে একটা কেনার দু সাহস করতাম আর কি ।,2,Implicit Hateful,BenSarc,humor ,non hateful 
ইয়ট লয়া ঘুরতাছেন এতো ট্যাকা কেমনে কামাইলেন আপা? ব্যাপক বানিজ্য সফল কোন মুভিও তো দেখলাম না নাই তেমন টিভিসি ! কেমনে কী ?,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
লেড়কা কিয়া কামাল রে কি আখিউ সে গুলি মারে ডিসকিয়া আ আ আ ।,2,Implicit Hateful,BenSarc,humor,non hateful 
আর্যভট্ট আজ বেচে থাকলে কে শূন্য নাম না দিয়ে শান্ত নামেই ডাকতেন।,2,Implicit Hateful,BenSarc,humor,non hateful 
ফামিূদা মিথ্যা খবর বন্ধ কর না হলে তোমার মা কে তো করবো সাতে তোমারে ও চোদবো মাগি একটা,1,Explicit Hateful,BD_SHS,none,abusive 
তুই হাফিজুর রহমান সিদ্দিকিরে বলস খোদা দাবি করছে তুই সালা দুনিয়ার খারাপ,1,Explicit Hateful,BD_SHS,none,offensive 
তুই হার পকেট মারি গেঁইয়ুস যে,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
কনো কথা নেই রহিঙা মুক্ত বাংলাদেশ চাই,0,Not Hateful,BD_SHS,none,non hateful 
আপনি পাঁচ ম্যাচ খেলে যত রান করছেন আজ আমি ছয় ওভারের এক ম্যাচ খেলে তার থেকে বেশি রান করছি ।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
মিডিয়া জগতের মহিলারা এমনই হয়,0,Not Hateful,BD_SHS,none,non hateful 
উরতে পারো না কচুর পরি তুমি।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
সৌদি বাদশার পক্ষ থেকে অনেক অনেক অভিনন্দন ।,0,Not Hateful,BenSarc,none,non hateful 
চোলচিত জোগত একটা ভাল মোওদ নিএ একটা পোঠিঠান,0,Not Hateful,BD_SHS,none,non hateful 
বাপের বেটা হলে বাংলাদেশ আয় শেখ হাসিনা কি তোরে দেখা দিবানি কুত্তার বাচ্চা,1,Explicit Hateful,BD_SHS,none,abusive
তয় কি বাল হালাইতে এই শো হরছেন।,0,Not Hateful,BIDWESH,none,non hateful 
শয়তান এখন আর শয়তানি করে না । শয়তান এখন সরকারের শয়তানি দেখে আফসোস করে বলে আহারে আমার থেকে বড় শয়তান তো দুনিয়াতে আছে ।,2,Implicit Hateful,BenSarc,irony,non hateful 
এই জালেবি গুলা যাদুঘরে সংরক্ষণ করে রাখা দরকার,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
সালা হারামির বাচ্চা তুই উজানির ময়দান ঝাড়ু দেয়ার জগ্যতাও তর হয় নাই ছাগল,1,Explicit Hateful,BD_SHS,none,abusive 
পৃথিবীতে উনি ই একমাত্র মা হইছেন আর কেউ হয়নি আজ অবদি ।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
ফুসপাদ ফারিয়া,1,Explicit Hateful,BD_SHS,none,offensive 
ঈ ভভ ম,0,Not Hateful,BD_SHS,none,non hateful 
আপনাদের বাবা দাদা চৌদ্দ গোষ্ঠী কমেন্ট করে নাই,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
দুধ দেইখ্যা মাথা নস্ট মেয়ে জাতির কলংক।,1,Explicit Hateful,BIDWESH,none ,offensive 
সবাই ধাঁধায় স্যাড রিয়েক্ট দিচ্ছে ।,0,Not Hateful,BenSarc,none,non hateful 
"আমি < ="": ?_=%%%%"">#ন ুসরাত ফারিয়ার ফ্যান�❤❤❤",0,Not Hateful,BD_SHS,none,non hateful 
ক্যাচ মিস না দিলে দামাল ছেলেদের পেটের ভাত হজম হবে কি করে,2,Implicit Hateful,BenSarc,irony,non hateful 
খানিক মাগি চুদা দিছো পুরুশের সাথে তুমার ইচ্চে হইছে ভালো কথা কিন্তু হিন্দু কেন হইলি ভুসকি মাগি,1,Explicit Hateful,BD_SHS,none,hate speech 
পীরবাবার সাতটা সার্জারি না হলে পীরবাবা পঞ্চাশ বার পাঁচ উইকেট নিতেন,2,Implicit Hateful,BenSarc,humor,non hateful 
এর বৌউর কথায় মনে হয় মারছে হের বৌউরে সবাই মার,1,Explicit Hateful,BD_SHS,none,abusive 
শেষ মুহুর্তের গোলে স্বস্তি ফিরে পেয়েছে,0,Not Hateful,BenSarc,none,non hateful 
সরকার মানুস না আল্লাহ তার বিচার করবেন,0,Not Hateful,BD_SHS,none,non hateful 
কোনো এক কনডম দূর্ঘটনায় এসব ব্যস্যাদের জন্ম হয়েছিল,2,Implicit Hateful,BenSarc,humor ,non hateful 
এই শিখখকক একটা শুওর এদের মেরে ফেলা উচিত,1,Explicit Hateful,BD_SHS,none,abusive 
ম্যাগী ভুল খবর দিস কেন তোর গার মারবো,1,Explicit Hateful,BD_SHS,none,abusive 
বরং নেশা দ্রব্যের সাথে পানীয় খাইছে তাই খেলাধুলা করে বেশি মজা না পেয়ে অভিযোগ করছে আহ্ মানভোতা কৈ থাকে,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
আপনি না নাচলে আমাদের কি ? এমনিও আপনি বুড়া হয়ে গেছেন,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
ধীরে ধীরে পরনির্ভরশীল জাতিতে এক কথায় বাদাইম্মা জাতিতে পরিণত হয়েছি ।,2,Implicit Hateful,BenSarc,irony ,non hateful 
পাত্তা না দেওয়ায় ভালা । পাছে লোকে কত কি বলে । তুমি চালাইয়া যাও । খেলে যাও টাকা নাও,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
শিক্ষকের সন্তানের একটা বাড়তি চাপ যদিও ভালো৷,0,Not Hateful,BenSarc,none,non hateful 
আমাদের অধিনায়ক সাহেবে মাতাল হয়ে গেছে । উনি টচ জিতে কেন বার বার ব্যাটিং নিচ্ছেন ?,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
আজ মানবতা কলা মুখে দিয়ে বসে আছে ।,2,Implicit Hateful,BenSarc,metaphor ,non hateful 
ভারত সরকার চুর সালারা হারামি,1,Explicit Hateful,BD_SHS,none,hate speech 
এতদিন পরে ক্ষমতা পেয়েছে বাহাদুরি করবেই,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
একটা কাজের কাজ । বাকি তিনটারে ধরে গনভবনে আটকে রাখা হোক । জীবনেও পালাতে পারবেনা,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
ভাগ্য ভালো তোর গুদে পা ভরে নি বাবাচুদি রেন্ডিমাগী রেন্ডিমাগী তোর সামনে তোর শ্বশুর মানে তোর বাবা তু দাঁড়িয়ে দাঁড়িয়ে মজা দেখছিস আর এখন তো বলছি যে আমাকে ধাক্কা মেরে ফেলে দিল খানকির রেন্ডি আমি যদি ওই জায়গায় থাকতাম তাহলে সবার সামনে তোর কাপড় খুলে তাকে চুদতাম আমি,1,Explicit Hateful,BD_SHS,none ,offensive 
যাক বাবা নিশ্চিন্ত হলাম করোনার ওষুধ আবিস্কার করে তবেই জবা রানী বিদায় নেবে,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
শিক্ষাজীবন থেকে বের হয়ে চাকুরির প্রায় সব সেক্টরে এই দক্ষতাটি দারুণ কাজে দেবে,0,Not Hateful,BenSarc,none,non hateful 
মুখে পান নিয়ে মেট্রোরেলে উঠা নিষেধ করতে হবে।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
তুই ফাজিল।,0,Not Hateful,BIDWESH,none,non hateful 
বউয়ের অত্যাচারে বেচারা বিশ্বের এক নাম্বার ধনী থেকে চার নাম্বারে চলে গেছে । আশা করি তিনি আবার তার আগের জায়গায় ফিরে যাবেন ।,2,Implicit Hateful,BenSarc,humor ,non hateful 
এটাকে চুলকানি বলে যতই চুলকাবা ততই মজা পাবা । এই চুলকানির শেষ নাই ।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
এই রকম সাইজের জিনিসই তার পছন্দ,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
পঞ্চাশ হাজার কিমি এ অংশ নিয়েছেন ট্রিবিউট করেছেন পঞ্চাশ হাজার কিমি মিশনে স্বাধীনতার পঞ্চাশ বছরের পূর্তিতে ।,0,Not Hateful,BenSarc,none,non hateful 
ভালো কেউ আইন নিজের হাতে না তুলে নিলে জিতবে কেমনে?,0,Not Hateful,BenSarc,none,non hateful 
খাম্বা ওয়ালা তারেক সাহেবের মুখস্থ কথা বাদ দেন এখন একটু দেশের মানুষের কথা ভাবেন ।,2,Implicit Hateful,BenSarc,humor,offensive
বাবা সাকিবকে না পেয়েও আবরাহাম জনমো দীন করলোকেন,0,Not Hateful,BD_SHS,none,non_hateful
বানচোদ দল গো বিচারক বানাইসে কে গাজা খোর একেকটা শোতে গাজা খায়।,1,Explicit Hateful,BIDWESH,none,abusive
বাইন চুদ শালা,1,Explicit Hateful,BD_SHS,none,abusive
সময় টিভির এলিয়েন গুলোকেও সাথে করে নিয়ে গেলে ভালো হতো আমরাও সরাসরি লাইভে দেখতে পেতাম কিভাবে হেলিকপ্টার উড়ে,2,Implicit Hateful,BenSarc,humor,non_hateful
মানুষ ভুলে যায় তারা একদিন বুড়ো হবেতাদের সাথেও এরকম হতে পারেকুলাঙ্গার এর সাথে ওর বউ কেও ধরা উচিত ছিলকারন ওটাকে মদত দাতা বলা যেতে পারে,1,Explicit Hateful,BD_SHS,none,abusive
মামা ব্রাজিল সাপোর্টারদের জন্য ভাড়া ডাবল তাদের বলে দিও । এরা এখন কাইন্দা কুল পাইব না ।,2,Implicit Hateful,BenSarc,humor,non_hateful
"কিছু বলার চেয়ে কেঁদে একটু যদি স্বস্তি পাই তাই আজ থাক,হিহি ।",2,Implicit Hateful,BenSarc,humor,non_hateful
জাকির নায়েক সন্রাসী লিডার,0,Not Hateful,BD_SHS,none,offensive
খুভভালহয়েছে,0,Not Hateful,BD_SHS,none,non_hateful
নায়ক রাজ অলওয়েজ ষ্টার,0,Not Hateful,BenSarc,none,non_hateful
